date_kst,time_kst,home_team,away_team,home_score,away_score,venue,weather,temp,status
2024-06-25,07:35,Baltimore Orioles,Cleveland Guardians,2,3,Oriole Park at Camden Yards,Partly Cloudy,84,Final
2024-06-25,07:40,Detroit Tigers,Philadelphia Phillies,1,8,Comerica Park,Partly Cloudy,81,Final
2024-06-25,07:50,Tampa Bay Rays,Seattle Mariners,4,3,Tropicana Field,Dome,0,Final
2024-06-25,08:10,Cincinnati Reds,Pittsburgh Pirates,11,5,Great American Ball Park,Partly Cloudy,85,Final
2024-06-25,08:10,Boston Red Sox,Toronto Blue Jays,7,6,Fenway Park,Partly Cloudy,77,Final
2024-06-25,08:45,St. Louis Cardinals,Atlanta Braves,4,3,Busch Stadium,Clear,92,Final
2024-06-25,09:10,Chicago White Sox,Los Angeles Dodgers,0,3,Guaranteed Rate Field,Clear,80,Final
2024-06-25,09:10,Kansas City Royals,Miami Marlins,4,1,Kauffman Stadium,Clear,100,Final
2024-06-25,09:10,Milwaukee Brewers,Texas Rangers,6,3,American Family Field,Clear,77,Final
2024-06-25,10:38,Los Angeles Angels,Oakland Athletics,5,1,Angel Stadium,Clear,84,Final
2024-06-25,10:40,San Diego Padres,Washington Nationals,7,6,Petco Park,Clear,77,Final
2024-06-25,10:45,San Francisco Giants,Chicago Cubs,5,4,Oracle Park,Partly Cloudy,65,Final
2024-06-26,07:35,Baltimore Orioles,Cleveland Guardians,8,10,Oriole Park at Camden Yards,Partly Cloudy,91,Final
2024-06-26,07:40,Detroit Tigers,Philadelphia Phillies,4,1,Comerica Park,Partly Cloudy,84,Final
2024-06-26,07:50,Tampa Bay Rays,Seattle Mariners,11,3,Tropicana Field,Dome,72,Final
2024-06-26,08:10,Cincinnati Reds,Pittsburgh Pirates,5,9,Great American Ball Park,Partly Cloudy,87,Final
2024-06-26,08:10,Boston Red Sox,Toronto Blue Jays,4,9,Fenway Park,Partly Cloudy,85,Final
2024-06-26,08:10,New York Mets,New York Yankees,9,7,Citi Field,Clear,84,Final
2024-06-26,09:10,Houston Astros,Colorado Rockies,5,2,Minute Maid Park,Roof Closed,73,Final
2024-06-26,09:10,Chicago White Sox,Los Angeles Dodgers,3,4,Guaranteed Rate Field,Partly Cloudy,81,Final
2024-06-26,09:10,Kansas City Royals,Miami Marlins,1,2,Kauffman Stadium,Clear,94,Final
2024-06-26,09:10,Milwaukee Brewers,Texas Rangers,3,1,American Family Field,Partly Cloudy,87,Final
2024-06-26,10:38,Los Angeles Angels,Oakland Athletics,7,5,Angel Stadium,Clear,79,Final
2024-06-26,10:40,San Diego Padres,Washington Nationals,9,7,Petco Park,Partly Cloudy,72,Final
2024-06-26,10:40,Arizona Diamondbacks,Minnesota Twins,5,4,Chase Field,Roof Closed,78,Final
2024-06-26,10:45,San Francisco Giants,Chicago Cubs,5,1,Oracle Park,Partly Cloudy,62,Final
2024-06-26,08:45,St. Louis Cardinals,Atlanta Braves,0,0,Busch Stadium,Drizzle,76,Final
2024-06-27,01:10,Tampa Bay Rays,Seattle Mariners,2,5,Tropicana Field,Dome,72,Final
2024-06-27,02:10,Cincinnati Reds,Pittsburgh Pirates,1,6,Great American Ball Park,Overcast,77,Final
2024-06-27,02:10,Detroit Tigers,Philadelphia Phillies,2,6,Comerica Park,Cloudy,80,Final
2024-06-27,02:45,St. Louis Cardinals,Atlanta Braves,2,6,Busch Stadium,Drizzle,76,Final
