season,team,player,league,sport,numTeams,rank,position,year,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2026,"{'id': 137, 'name': 'San Francisco Giants', 'link': '/api/v1/teams/137'}","{'id': 669477, 'fullName': 'Casey Schmitt', 'link': '/api/v1/people/669477', 'firstName': 'Casey', 'lastName': 'Schmitt'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,20,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2026,27,75,53,100,37,15,1,16,61,7,0,86,6,0.29,297,0.316,0.508,0.824,1,7,.875,.125,5,1119,313,151,42,119,0,3,.314,0.53,0,18.56
2026,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 518692, 'fullName': 'Freddie Freeman', 'link': '/api/v1/people/518692', 'firstName': 'Freddie', 'lastName': 'Freeman'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,21,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,36,81,82,79,47,21,1,13,59,43,1,88,3,0.289,305,0.379,0.492,0.871,0,2,1.000,.000,11,1472,354,150,45,132,0,3,.318,1.04,0,23.46
2026,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 677951, 'fullName': 'Bobby Witt Jr.', 'link': '/api/v1/people/677951', 'firstName': 'Bobby', 'lastName': 'Witt'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,22,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,26,79,59,104,42,20,1,10,60,37,3,89,1,0.288,309,0.363,0.456,0.819,4,28,.875,.125,6,1294,350,141,33,113,0,3,.326,0.57,0,30.90
2026,"{'id': 139, 'name': 'Tampa Bay Rays', 'link': '/api/v1/teams/139'}","{'id': 666018, 'fullName': 'Jonathan Aranda', 'link': '/api/v1/people/666018', 'firstName': 'Jonathan', 'lastName': 'Aranda'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,23,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,28,80,62,73,42,13,0,13,78,47,3,83,6,0.286,290,0.39,0.466,0.856,0,0,.---,.---,7,1377,349,135,57,124,0,6,.341,0.85,0,22.31
2026,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 656811, 'fullName': ""Ryan O'Hearn"", 'link': '/api/v1/people/656811', 'firstName': 'Ryan', 'lastName': ""O'Hearn""}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,24,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2026,32,69,62,62,38,11,0,13,63,21,1,74,2,0.286,259,0.342,0.479,0.821,0,1,1.000,.000,11,1114,284,124,50,131,0,2,.330,1.00,0,19.92
2026,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 668804, 'fullName': 'Bryan Reynolds', 'link': '/api/v1/people/668804', 'firstName': 'Bryan', 'lastName': 'Reynolds'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,24,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2026,31,84,78,61,56,19,2,11,78,55,2,86,5,0.286,301,0.402,0.472,0.874,0,5,1.000,.000,4,1429,363,142,52,112,0,2,.350,1.28,0,27.36
2026,"{'id': 116, 'name': 'Detroit Tigers', 'link': '/api/v1/teams/116'}","{'id': 682985, 'fullName': 'Riley Greene', 'link': '/api/v1/people/682985', 'firstName': 'Riley', 'lastName': 'Greene'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,26,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2026,25,84,50,75,41,17,0,9,95,44,0,87,2,0.285,305,0.377,0.43,0.807,1,1,.500,.500,9,1467,353,131,34,146,0,2,.384,0.67,0,33.89
2026,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 665487, 'fullName': 'Fernando Tatis Jr.', 'link': '/api/v1/people/665487', 'firstName': 'Fernando', 'lastName': 'Tatis'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,27,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2026,27,81,86,75,35,15,1,3,70,30,1,89,3,0.283,314,0.347,0.366,0.713,8,19,.704,.296,7,1269,353,115,30,83,1,5,.350,1.15,0,104.67
2026,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 678882, 'fullName': 'Ceddanne Rafaela', 'link': '/api/v1/people/678882', 'firstName': 'Ceddanne', 'lastName': 'Rafaela'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,28,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2026,25,78,75,70,34,18,3,7,61,15,0,81,6,0.283,286,0.332,0.441,0.773,6,10,.625,.375,8,1150,308,126,35,113,1,0,.339,1.07,0,40.86
2026,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 668227, 'fullName': 'Randy Arozarena', 'link': '/api/v1/people/668227', 'firstName': 'Randy', 'lastName': 'Arozarena'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,29,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2026,31,77,76,57,48,19,1,8,73,30,0,80,11,0.283,283,0.37,0.442,0.812,4,19,.826,.174,8,1289,327,125,36,107,0,3,.351,1.33,0,35.38
2026,"{'id': 116, 'name': 'Detroit Tigers', 'link': '/api/v1/teams/116'}","{'id': 805808, 'fullName': 'Kevin McGonigle', 'link': '/api/v1/people/805808', 'firstName': 'Kevin', 'lastName': 'McGonigle'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,30,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,21,81,53,116,51,18,3,6,48,54,0,85,2,0.281,302,0.394,0.421,0.815,0,11,1.000,.000,2,1468,358,127,28,104,0,0,.319,0.46,0,50.33
2026,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 687462, 'fullName': 'Spencer Horwitz', 'link': '/api/v1/people/687462', 'firstName': 'Spencer', 'lastName': 'Horwitz'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,31,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,28,74,63,78,36,11,1,10,40,40,0,69,5,0.28,246,0.386,0.455,0.841,0,1,1.000,.000,10,1189,295,112,33,109,0,4,.295,0.81,0,24.60
2026,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 575929, 'fullName': 'Willson Contreras', 'link': '/api/v1/people/575929', 'firstName': 'Willson', 'lastName': 'Contreras'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,32,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,34,80,56,65,39,14,2,17,85,31,1,79,14,0.28,282,0.376,0.525,0.901,1,1,.500,.500,7,1281,330,148,50,109,0,3,.339,0.86,0,16.59
2026,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 676475, 'fullName': 'Alec Burleson', 'link': '/api/v1/people/676475', 'firstName': 'Alec', 'lastName': 'Burleson'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,33,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,27,80,87,90,42,20,1,13,50,30,2,87,4,0.28,311,0.348,0.476,0.824,0,2,1.000,.000,9,1251,348,148,57,154,0,3,.295,0.97,0,23.92
2026,"{'id': 120, 'name': 'Washington Nationals', 'link': '/api/v1/teams/120'}","{'id': 671277, 'fullName': 'Luis García Jr.', 'link': '/api/v1/people/671277', 'firstName': 'Luis', 'lastName': 'García'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,34,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,26,78,77,69,38,14,3,16,41,11,0,72,0,0.279,258,0.307,0.543,0.85,1,2,.667,.333,5,968,270,140,55,103,0,1,.277,1.12,0,16.12
2026,"{'id': 133, 'name': 'Athletics', 'link': '/api/v1/teams/133'}","{'id': 701762, 'fullName': 'Nick Kurtz', 'link': '/api/v1/people/701762', 'firstName': 'Nick', 'lastName': 'Kurtz'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,34,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,23,83,50,53,59,15,1,19,114,73,9,84,2,0.279,301,0.423,0.525,0.948,1,7,.875,.125,5,1610,376,158,64,98,0,0,.387,0.94,0,15.84
2026,"{'id': 146, 'name': 'Miami Marlins', 'link': '/api/v1/teams/146'}","{'id': 689414, 'fullName': 'Liam Hicks', 'link': '/api/v1/people/689414', 'firstName': 'Liam', 'lastName': 'Hicks'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,36,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2026,27,73,73,84,40,7,1,13,28,29,1,69,5,0.278,248,0.359,0.472,0.831,0,1,1.000,.000,2,1035,288,117,53,98,1,5,.264,0.87,0,19.08
2026,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 691718, 'fullName': 'Pete Crow-Armstrong', 'link': '/api/v1/people/691718', 'firstName': 'Pete', 'lastName': 'Crow-Armstrong'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,37,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2026,24,84,55,81,51,13,4,17,96,36,2,88,8,0.278,317,0.364,0.505,0.869,5,20,.800,.200,2,1407,364,160,45,118,1,2,.345,0.68,0,18.65
2026,"{'id': 109, 'name': 'Arizona Diamondbacks', 'link': '/api/v1/teams/109'}","{'id': 682998, 'fullName': 'Corbin Carroll', 'link': '/api/v1/people/682998', 'firstName': 'Corbin', 'lastName': 'Carroll'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,38,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2026,25,80,67,78,48,17,10,13,73,36,1,83,4,0.278,299,0.361,0.532,0.893,2,9,.818,.182,4,1307,341,159,43,105,0,2,.326,0.86,0,23.00
2026,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 621566, 'fullName': 'Matt Olson', 'link': '/api/v1/people/621566', 'firstName': 'Matt', 'lastName': 'Olson'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,39,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,32,82,65,87,54,21,0,20,82,34,2,88,1,0.276,319,0.345,0.53,0.875,0,2,1.000,.000,2,1548,357,169,52,144,0,3,.309,0.75,0,15.95
2026,"{'id': 145, 'name': 'Chicago White Sox', 'link': '/api/v1/teams/145'}","{'id': 805367, 'fullName': 'Chase Meidroth', 'link': '/api/v1/people/805367', 'firstName': 'Chase', 'lastName': 'Meidroth'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,40,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2026,24,80,84,56,47,14,0,6,84,29,0,83,2,0.276,301,0.341,0.382,0.723,2,2,.500,.500,4,1404,339,115,27,101,4,2,.362,1.50,1,50.17
2026,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 547180, 'fullName': 'Bryce Harper', 'link': '/api/v1/people/547180', 'firstName': 'Bryce', 'lastName': 'Harper'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,41,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,33,84,77,76,55,14,2,19,66,50,2,81,0,0.276,294,0.374,0.531,0.905,3,5,.625,.375,8,1355,350,156,51,116,0,6,.288,1.01,0,15.47
2026,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 700250, 'fullName': 'Ben Rice', 'link': '/api/v1/people/700250', 'firstName': 'Ben', 'lastName': 'Rice'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,42,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2026,27,78,70,63,56,15,2,22,77,40,3,79,2,0.275,287,0.366,0.571,0.937,0,2,1.000,.000,6,1307,331,164,53,104,0,2,.300,1.11,0,13.04
2026,"{'id': 120, 'name': 'Washington Nationals', 'link': '/api/v1/teams/120'}","{'id': 682928, 'fullName': 'CJ Abrams', 'link': '/api/v1/people/682928', 'firstName': 'CJ', 'lastName': 'Abrams'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,43,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,25,82,59,89,51,15,2,17,74,31,2,83,10,0.275,302,0.358,0.507,0.865,4,13,.765,.235,4,1314,346,153,57,117,0,3,.308,0.66,0,17.76
2026,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 645277, 'fullName': 'Ozzie Albies', 'link': '/api/v1/people/645277', 'firstName': 'Ozzie', 'lastName': 'Albies'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,44,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2026,29,82,78,119,51,14,0,12,40,24,1,86,4,0.274,314,0.325,0.433,0.758,3,1,.250,.750,3,1225,351,136,44,123,0,9,.273,0.66,0,26.17
2026,"{'id': 115, 'name': 'Colorado Rockies', 'link': '/api/v1/teams/115'}","{'id': 650489, 'fullName': 'Willi Castro', 'link': '/api/v1/people/650489', 'firstName': 'Willi', 'lastName': 'Castro'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,45,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2026,29,72,50,63,37,13,0,6,74,25,0,70,3,0.273,256,0.344,0.395,0.739,4,6,.600,.400,3,1147,285,101,33,86,0,1,.362,0.79,0,42.67
2026,"{'id': 140, 'name': 'Texas Rangers', 'link': '/api/v1/teams/140'}","{'id': 677649, 'fullName': 'Ezequiel Duran', 'link': '/api/v1/people/677649', 'firstName': 'Ezequiel', 'lastName': 'Duran'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,46,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,27,75,65,57,33,15,2,6,64,21,0,68,1,0.271,251,0.327,0.418,0.745,1,6,.857,.143,3,1072,276,105,41,108,1,2,.339,1.14,0,41.83
2026,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 677800, 'fullName': 'Wilyer Abreu', 'link': '/api/v1/people/677800', 'firstName': 'Wilyer', 'lastName': 'Abreu'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,47,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2026,27,80,56,105,36,16,3,10,66,32,1,82,0,0.269,305,0.335,0.439,0.774,2,6,.750,.250,6,1341,342,134,38,146,1,3,.310,0.53,1,30.50
2026,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 677587, 'fullName': 'Brayan Rocchio', 'link': '/api/v1/people/677587', 'firstName': 'Brayan', 'lastName': 'Rocchio'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,48,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,25,81,74,88,32,13,2,5,42,25,0,73,7,0.268,272,0.342,0.386,0.728,4,13,.765,.235,4,1213,309,105,34,114,2,3,.298,0.84,0,54.40
2026,"{'id': 142, 'name': 'Minnesota Twins', 'link': '/api/v1/teams/142'}","{'id': 621439, 'fullName': 'Byron Buxton', 'link': '/api/v1/people/621439', 'firstName': 'Byron', 'lastName': 'Buxton'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,49,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2026,32,73,43,98,56,15,1,25,81,22,1,81,4,0.268,302,0.325,0.573,0.898,0,7,1.000,.000,2,1206,329,173,43,124,0,1,.284,0.44,0,12.08
2026,"{'id': 113, 'name': 'Cincinnati Reds', 'link': '/api/v1/teams/113'}","{'id': 682829, 'fullName': 'Elly De La Cruz', 'link': '/api/v1/people/682829', 'firstName': 'Elly', 'lastName': 'De La Cruz'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,50,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2026,24,63,59,46,42,13,2,12,80,26,0,67,2,0.268,250,0.339,0.48,0.819,5,10,.667,.333,4,1141,280,120,38,104,0,2,.344,1.28,0,20.83
