season,team,player,league,sport,numTeams,rank,position,year,age,gamesPlayed,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 677951, 'fullName': 'Bobby Witt Jr.', 'link': '/api/v1/people/677951', 'firstName': 'Bobby', 'lastName': 'Witt'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,1,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,24,161,122,205,125,45,11,32,106,57,9,211,8,0.332,636,0.389,0.588,0.977,12,31,.721,.279,4,2600,709,374,109,181,0,8,.354,0.60,0,19.88
2024,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 665489, 'fullName': 'Vladimir Guerrero Jr.', 'link': '/api/v1/people/665489', 'firstName': 'Vladimir', 'lastName': 'Guerrero'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,2,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,25,159,185,140,98,44,1,30,96,72,12,199,5,0.323,616,0.396,0.544,0.94,2,2,.500,.500,16,2602,697,335,103,225,0,4,.342,1.32,0,20.53
2024,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 592450, 'fullName': 'Aaron Judge', 'link': '/api/v1/people/592450', 'firstName': 'Aaron', 'lastName': 'Judge'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,3,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2024,32,158,82,128,122,36,1,58,171,133,20,180,9,0.322,559,0.458,0.701,1.159,0,10,1.000,.000,22,2885,704,392,144,238,0,2,.367,0.64,1,9.64
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 650333, 'fullName': 'Luis Arraez', 'link': '/api/v1/people/650333', 'firstName': 'Luis', 'lastName': 'Arraez'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,4,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,27,150,199,212,83,32,3,4,29,24,3,200,8,0.314,637,0.346,0.392,0.738,3,9,.750,.250,18,2416,672,250,46,181,2,1,.324,0.94,0,159.25
2024,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 660271, 'fullName': 'Shohei Ohtani', 'link': '/api/v1/people/660271', 'firstName': 'Shohei', 'lastName': 'Ohtani'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,5,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2024,29,159,124,158,134,38,7,54,162,81,10,197,6,0.31,636,0.39,0.646,1.036,4,59,.937,.063,7,2838,731,411,130,236,0,5,.336,0.78,3,11.78
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 670541, 'fullName': 'Yordan Alvarez', 'link': '/api/v1/people/670541', 'firstName': 'Yordan', 'lastName': 'Alvarez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,6,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2024,27,147,98,193,88,34,2,35,95,69,16,170,10,0.308,552,0.392,0.567,0.959,0,6,1.000,.000,14,2264,635,313,86,216,0,4,.317,0.51,0,15.77
2024,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 542303, 'fullName': 'Marcell Ozuna', 'link': '/api/v1/people/542303', 'firstName': 'Marcell', 'lastName': 'Ozuna'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,7,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2024,33,162,121,136,96,31,0,39,170,74,2,183,3,0.302,606,0.378,0.546,0.924,0,1,1.000,.000,23,2875,688,331,104,240,0,4,.359,0.89,1,15.54
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 673237, 'fullName': 'Yainer Diaz', 'link': '/api/v1/people/673237', 'firstName': 'Yainer', 'lastName': 'Diaz'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,8,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2024,25,148,191,120,70,29,3,16,107,24,1,175,2,0.299,585,0.325,0.441,0.766,0,2,1.000,.000,22,2128,619,258,84,268,0,8,.338,1.59,0,36.56
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 607208, 'fullName': 'Trea Turner', 'link': '/api/v1/people/607208', 'firstName': 'Trea', 'lastName': 'Turner'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,9,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,31,121,127,132,88,25,0,21,98,27,0,149,6,0.295,505,0.338,0.469,0.807,4,19,.826,.174,10,2043,539,237,62,197,0,1,.331,0.96,0,24.05
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 514888, 'fullName': 'Jose Altuve', 'link': '/api/v1/people/514888', 'firstName': 'Jose', 'lastName': 'Altuve'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,10,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2024,34,153,153,171,94,31,0,20,119,47,2,185,7,0.295,628,0.35,0.439,0.789,7,22,.759,.241,15,2454,682,276,65,193,0,0,.337,0.89,0,31.40
2024,"{'id': 133, 'name': 'Oakland Athletics', 'link': '/api/v1/teams/133'}","{'id': 667670, 'fullName': 'Brent Rooker', 'link': '/api/v1/people/667670', 'firstName': 'Brent', 'lastName': 'Rooker'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,11,"{'code': '10', 'name': 'Designated Hitter', 'type': 'Hitter', 'abbreviation': 'DH'}",2024,29,145,82,131,82,26,2,39,177,59,4,160,5,0.293,546,0.365,0.562,0.927,3,11,.786,.214,5,2378,614,307,112,207,0,4,.362,0.63,0,14.00
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 701538, 'fullName': 'Jackson Merrill', 'link': '/api/v1/people/701538', 'firstName': 'Jackson', 'lastName': 'Merrill'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,12,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2024,21,156,119,181,77,31,6,24,101,29,1,162,1,0.292,554,0.326,0.5,0.826,3,16,.842,.158,2,2214,593,277,90,245,4,5,.318,0.66,0,23.08
2024,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 680757, 'fullName': 'Steven Kwan', 'link': '/api/v1/people/680757', 'firstName': 'Steven', 'lastName': 'Kwan'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,13,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,26,122,117,174,83,16,3,14,51,53,0,140,5,0.292,480,0.368,0.425,0.793,5,12,.706,.294,5,2165,540,204,44,131,2,0,.304,0.67,0,34.29
2024,"{'id': 109, 'name': 'Arizona Diamondbacks', 'link': '/api/v1/teams/109'}","{'id': 606466, 'fullName': 'Ketel Marte', 'link': '/api/v1/people/606466', 'firstName': 'Ketel', 'lastName': 'Marte'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,13,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2024,30,136,146,114,93,23,2,36,106,65,7,147,5,0.292,504,0.372,0.56,0.932,1,7,.875,.125,9,2146,583,282,95,172,0,9,.299,1.28,0,14.00
2024,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 605141, 'fullName': 'Mookie Betts', 'link': '/api/v1/people/605141', 'firstName': 'Mookie', 'lastName': 'Betts'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,15,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,31,116,81,186,75,24,5,19,57,61,2,130,1,0.289,450,0.372,0.491,0.863,2,16,.889,.111,10,2047,516,221,75,138,0,4,.294,0.44,0,23.68
2024,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 665742, 'fullName': 'Juan Soto', 'link': '/api/v1/people/665742', 'firstName': 'Juan', 'lastName': 'Soto'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,16,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2024,25,157,162,133,128,31,4,41,119,129,2,166,4,0.288,576,0.419,0.569,0.988,4,7,.636,.364,10,2960,713,328,109,203,0,4,.298,1.22,0,14.05
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 547180, 'fullName': 'Bryce Harper', 'link': '/api/v1/people/547180', 'firstName': 'Bryce', 'lastName': 'Harper'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,17,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,31,145,114,144,85,42,0,30,138,76,11,157,2,0.285,550,0.373,0.525,0.898,4,7,.636,.364,18,2469,631,289,87,213,1,2,.331,0.79,0,18.33
2024,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 680776, 'fullName': 'Jarren Duran', 'link': '/api/v1/people/680776', 'firstName': 'Jarren', 'lastName': 'Duran'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,18,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2024,27,160,172,152,111,48,14,21,160,54,1,191,6,0.285,671,0.342,0.492,0.834,7,34,.829,.171,6,2844,735,330,75,205,1,3,.345,1.13,0,31.95
2024,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 673548, 'fullName': 'Seiya Suzuki', 'link': '/api/v1/people/673548', 'firstName': 'Seiya', 'lastName': 'Suzuki'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,19,"{'code': '9', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'RF'}",2024,29,132,72,139,74,27,6,21,160,63,3,145,6,0.283,512,0.366,0.482,0.848,6,16,.727,.273,6,2509,585,247,73,220,0,4,.370,0.52,0,24.38
2024,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 518692, 'fullName': 'Freddie Freeman', 'link': '/api/v1/people/518692', 'firstName': 'Freddie', 'lastName': 'Freeman'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,20,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,34,147,139,158,81,35,2,22,100,78,9,153,10,0.282,542,0.378,0.476,0.854,2,9,.818,.182,13,2522,638,258,89,237,0,8,.306,0.88,0,24.64
2024,"{'id': 120, 'name': 'Washington Nationals', 'link': '/api/v1/teams/120'}","{'id': 671277, 'fullName': 'Luis García Jr.', 'link': '/api/v1/people/671277', 'firstName': 'Luis', 'lastName': 'García'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,21,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2024,24,140,150,124,58,25,1,18,86,27,2,141,0,0.282,500,0.318,0.444,0.762,5,22,.815,.185,12,1883,528,222,70,197,0,1,.310,1.21,0,27.78
2024,"{'id': 110, 'name': 'Baltimore Orioles', 'link': '/api/v1/teams/110'}","{'id': 683002, 'fullName': 'Gunnar Henderson', 'link': '/api/v1/people/683002', 'firstName': 'Gunnar', 'lastName': 'Henderson'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,22,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,23,159,155,143,118,31,7,37,159,78,1,177,7,0.281,630,0.364,0.529,0.893,4,21,.840,.160,2,2896,719,333,92,210,0,4,.320,1.08,0,17.03
2024,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 661388, 'fullName': 'William Contreras', 'link': '/api/v1/people/661388', 'firstName': 'William', 'lastName': 'Contreras'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,23,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2024,26,155,175,117,99,37,2,23,139,78,5,167,3,0.281,595,0.365,0.466,0.831,2,9,.818,.182,19,2677,679,277,92,224,0,3,.330,1.50,0,25.87
2024,"{'id': 139, 'name': 'Tampa Bay Rays', 'link': '/api/v1/teams/139'}","{'id': 650490, 'fullName': 'Yandy Díaz', 'link': '/api/v1/people/650490', 'firstName': 'Yandy', 'lastName': 'Díaz'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,24,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,32,145,197,117,55,31,1,14,95,50,0,158,4,0.281,563,0.341,0.414,0.755,0,0,.---,.---,12,2460,621,233,65,160,0,4,.314,1.68,0,40.21
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 595777, 'fullName': 'Jurickson Profar', 'link': '/api/v1/people/595777', 'firstName': 'Jurickson', 'lastName': 'Profar'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,25,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,31,158,155,160,94,29,0,24,101,76,4,158,18,0.28,564,0.38,0.459,0.839,3,10,.769,.231,14,2739,668,259,85,193,5,5,.302,0.97,0,23.50
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 664761, 'fullName': 'Alec Bohm', 'link': '/api/v1/people/664761', 'firstName': 'Alec', 'lastName': 'Bohm'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,26,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2024,27,143,168,151,62,44,2,15,86,40,2,155,6,0.28,554,0.332,0.448,0.78,2,5,.714,.286,18,2122,606,248,97,236,0,6,.305,1.11,0,36.93
2024,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 608070, 'fullName': 'José Ramírez', 'link': '/api/v1/people/608070', 'firstName': 'José', 'lastName': 'Ramírez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,27,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2024,31,158,138,233,114,39,2,39,82,54,12,173,1,0.279,620,0.335,0.537,0.872,7,41,.854,.146,9,2735,682,333,118,235,0,6,.265,0.59,1,15.90
2024,"{'id': 109, 'name': 'Arizona Diamondbacks', 'link': '/api/v1/teams/109'}","{'id': 666971, 'fullName': 'Lourdes Gurriel Jr.', 'link': '/api/v1/people/666971', 'firstName': 'Lourdes', 'lastName': 'Gurriel'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,28,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,30,133,117,157,72,22,2,18,101,29,1,143,6,0.279,513,0.322,0.435,0.757,1,7,.875,.125,16,2083,553,223,75,220,0,5,.313,0.75,0,28.50
2024,"{'id': 140, 'name': 'Texas Rangers', 'link': '/api/v1/teams/140'}","{'id': 608369, 'fullName': 'Corey Seager', 'link': '/api/v1/people/608369', 'firstName': 'Corey', 'lastName': 'Seager'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,29,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,30,123,110,139,68,21,0,30,96,53,11,132,3,0.278,475,0.353,0.512,0.865,1,1,.500,.500,8,1872,533,243,74,150,0,2,.291,0.79,0,15.83
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 680977, 'fullName': 'Brendan Donovan', 'link': '/api/v1/people/680977', 'firstName': 'Brendan', 'lastName': 'Donovan'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,30,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,27,153,163,185,65,34,3,14,81,47,0,163,13,0.278,587,0.342,0.417,0.759,5,5,.500,.500,4,2487,652,245,73,228,0,5,.300,0.88,0,41.93
2024,"{'id': 134, 'name': 'Pittsburgh Pirates', 'link': '/api/v1/teams/134'}","{'id': 668804, 'fullName': 'Bryan Reynolds', 'link': '/api/v1/people/668804', 'firstName': 'Bryan', 'lastName': 'Reynolds'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,31,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,29,156,158,140,73,29,3,24,156,57,3,171,10,0.275,622,0.344,0.447,0.791,2,10,.833,.167,7,2604,692,278,88,231,0,3,.330,1.13,0,25.92
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 592518, 'fullName': 'Manny Machado', 'link': '/api/v1/people/592518', 'firstName': 'Manny', 'lastName': 'Machado'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,32,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2024,31,152,150,160,77,30,0,29,124,45,6,163,1,0.275,593,0.325,0.472,0.797,2,11,.846,.154,25,2387,643,280,105,287,0,4,.302,0.94,0,20.45
2024,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 694192, 'fullName': 'Jackson Chourio', 'link': '/api/v1/people/694192', 'firstName': 'Jackson', 'lastName': 'Chourio'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,33,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,20,148,141,124,80,29,4,21,121,39,4,145,3,0.275,528,0.327,0.464,0.791,7,22,.759,.241,7,2103,573,245,79,200,1,2,.320,1.14,0,25.14
2024,"{'id': 121, 'name': 'New York Mets', 'link': '/api/v1/teams/121'}","{'id': 596019, 'fullName': 'Francisco Lindor', 'link': '/api/v1/people/596019', 'firstName': 'Francisco', 'lastName': 'Lindor'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,34,"{'code': '6', 'name': 'Shortstop', 'type': 'Infielder', 'abbreviation': 'SS'}",2024,30,152,130,195,107,39,1,33,127,56,0,169,12,0.273,618,0.344,0.5,0.844,4,29,.879,.121,7,2713,689,309,91,223,0,3,.295,0.67,0,18.73
2024,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 677594, 'fullName': 'Julio Rodríguez', 'link': '/api/v1/people/677594', 'firstName': 'Julio', 'lastName': 'Rodríguez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,35,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2024,23,143,129,129,76,17,0,20,156,38,1,155,6,0.273,567,0.325,0.409,0.734,5,24,.828,.172,10,2385,613,232,68,228,0,2,.344,1.00,0,28.35
2024,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 663538, 'fullName': 'Nico Hoerner', 'link': '/api/v1/people/663538', 'firstName': 'Nico', 'lastName': 'Hoerner'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,36,"{'code': '4', 'name': 'Second Base', 'type': 'Infielder', 'abbreviation': '2B'}",2024,27,151,169,191,86,35,1,7,66,44,1,159,12,0.273,582,0.335,0.373,0.708,6,31,.838,.162,8,2314,641,217,48,201,0,3,.297,0.88,0,83.14
2024,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 646240, 'fullName': 'Rafael Devers', 'link': '/api/v1/people/646240', 'firstName': 'Rafael', 'lastName': 'Devers'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,37,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2024,27,138,125,116,87,34,5,28,147,67,14,143,3,0.272,525,0.354,0.516,0.87,0,3,1.000,.000,13,2375,601,271,83,235,0,6,.323,1.08,0,18.75
2024,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 606192, 'fullName': 'Teoscar Hernández', 'link': '/api/v1/people/606192', 'firstName': 'Teoscar', 'lastName': 'Hernández'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,38,"{'code': '7', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'LF'}",2024,31,154,127,115,84,32,2,33,188,53,3,160,8,0.272,589,0.339,0.501,0.84,3,12,.800,.200,7,2608,652,295,99,285,0,1,.344,1.10,1,17.85
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 571448, 'fullName': 'Nolan Arenado', 'link': '/api/v1/people/571448', 'firstName': 'Nolan', 'lastName': 'Arenado'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,39,"{'code': '5', 'name': 'Third Base', 'type': 'Infielder', 'abbreviation': '3B'}",2024,33,152,141,195,70,23,0,16,92,44,2,157,5,0.272,578,0.325,0.394,0.719,2,2,.500,.500,15,2452,635,228,71,233,0,7,.296,0.72,1,36.12
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 521692, 'fullName': 'Salvador Perez', 'link': '/api/v1/people/521692', 'firstName': 'Salvador', 'lastName': 'Perez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,40,"{'code': '2', 'name': 'Catcher', 'type': 'Catcher', 'abbreviation': 'C'}",2024,34,158,117,190,58,28,0,27,129,44,9,160,11,0.271,590,0.33,0.456,0.786,0,0,.---,.---,17,2301,652,269,104,236,0,6,.302,0.62,1,21.85
2024,"{'id': 110, 'name': 'Baltimore Orioles', 'link': '/api/v1/teams/110'}","{'id': 663624, 'fullName': 'Ryan Mountcastle', 'link': '/api/v1/people/663624', 'firstName': 'Ryan', 'lastName': 'Mountcastle'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,41,"{'code': '3', 'name': 'First Base', 'type': 'Infielder', 'abbreviation': '1B'}",2024,27,124,120,117,54,30,2,13,114,27,0,128,1,0.271,473,0.308,0.425,0.733,0,3,1.000,.000,13,1901,507,201,63,199,0,6,.327,1.03,0,36.38
2024,"{'id': 137, 'name': 'San Francisco Giants', 'link': '/api/v1/teams/137'}","{'id': 671218, 'fullName': 'Heliot Ramos', 'link': '/api/v1/people/671218', 'firstName': 'Heliot', 'lastName': 'Ramos'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,42,"{'code': '8', 'name': 'Outfielder', 'type': 'Outfielder', 'abbreviation': 'CF'}",2024,24,121,105,111,54,23,3,22,135,37,2,128,2,0.269,475,0.322,0.469,0.791,1,6,.857,.143,12,2011,518,223,72,194,0,4,.329,0.95,0,21.59
