season,team,player,league,sport,numTeams,rank,position,year,age,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies
2024,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 519242, 'fullName': 'Chris Sale', 'link': '/api/v1/people/519242', 'firstName': 'Chris', 'lastName': 'Sale'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,1,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,35,29,29,153,136,48,32,4,9,225,39,0,141,8,.216,652,.269,.319,.588,4,12,.750,.250,9,2815,2.38,177.2,18,3,0,0,0,0,47,1.01,702,533,29,0,0,1891,.670,8,1,4,2,208,1.13,.857,15.84,0,5.77,11.40,1.98,7.14,2.43,0.46,0,0,0,2,1
2024,"{'id': 116, 'name': 'Detroit Tigers', 'link': '/api/v1/teams/116'}","{'id': 669373, 'fullName': 'Tarik Skubal', 'link': '/api/v1/people/669373', 'firstName': 'Tarik', 'lastName': 'Skubal'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,2,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,27,31,31,169,170,54,24,4,15,228,35,0,142,9,.201,705,.247,.311,.558,3,3,.500,.500,12,2866,2.39,192.0,18,4,0,0,0,0,51,0.92,753,576,31,0,0,1985,.690,9,0,2,0,219,0.99,.818,14.93,0,6.51,10.69,1.64,6.66,2.53,0.70,0,0,0,1,3
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 554430, 'fullName': 'Zack Wheeler', 'link': '/api/v1/people/554430', 'firstName': 'Zack', 'lastName': 'Wheeler'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,3,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,34,32,32,173,191,62,28,5,20,224,52,0,139,8,.192,723,.253,.328,.581,3,8,.727,.273,13,3134,2.57,200.0,16,7,0,0,0,0,57,0.96,787,600,32,0,0,2056,.660,8,0,8,1,237,0.91,.696,15.67,0,4.31,10.08,2.34,6.26,2.79,0.90,0,0,0,1,3
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 669854, 'fullName': 'Ronel Blanco', 'link': '/api/v1/people/669854', 'firstName': 'Ronel', 'lastName': 'Blanco'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,4,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,30,29,139,186,56,26,3,22,166,68,0,114,2,.190,599,.273,.354,.627,3,7,.700,.300,12,2751,2.80,167.1,13,6,0,0,0,0,52,1.09,676,502,30,1,1,1758,.640,2,0,3,1,212,0.75,.684,16.44,1,2.44,8.93,3.66,6.13,3.01,1.18,0,0,1,1,5
2024,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 684007, 'fullName': 'Shota Imanaga', 'link': '/api/v1/people/684007', 'firstName': 'Shota', 'lastName': 'Imanaga'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,5,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,29,29,138,202,66,23,1,27,174,28,0,149,3,.225,662,.259,.385,.644,2,3,.600,.400,7,2590,2.91,173.1,15,3,0,0,0,0,56,1.02,694,520,29,0,0,1778,.690,3,0,3,3,255,0.68,.833,14.94,0,6.21,9.03,1.45,7.74,3.43,1.40,0,0,0,0,1
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 664285, 'fullName': 'Framber Valdez', 'link': '/api/v1/people/664285', 'firstName': 'Framber', 'lastName': 'Valdez'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,6,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,28,28,234,99,60,24,1,13,169,55,0,140,6,.221,634,.287,.323,.610,1,9,.900,.100,32,2598,2.91,176.1,15,7,0,0,0,0,57,1.11,703,529,28,1,0,1645,.630,6,1,8,0,205,2.36,.682,14.73,0,3.07,8.63,2.81,7.15,3.06,0.66,0,0,0,2,6
2024,"{'id': 110, 'name': 'Baltimore Orioles', 'link': '/api/v1/teams/110'}","{'id': 669203, 'fullName': 'Corbin Burnes', 'link': '/api/v1/people/669203', 'firstName': 'Corbin', 'lastName': 'Burnes'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,7,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,29,32,32,200,188,76,21,1,22,181,48,0,165,2,.226,731,.274,.347,.621,6,41,.872,.128,11,2996,2.92,194.1,15,9,0,0,0,0,63,1.10,784,583,32,0,0,1932,.640,2,3,7,2,254,1.06,.625,15.42,0,3.77,8.38,2.22,7.64,3.52,1.02,0,0,0,0,3
2024,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 682243, 'fullName': 'Bryce Miller', 'link': '/api/v1/people/682243', 'firstName': 'Bryce', 'lastName': 'Miller'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,8,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,25,31,31,140,214,62,25,1,21,171,45,1,131,3,.200,654,.254,.338,.592,7,10,.588,.412,6,2749,2.94,180.1,12,8,0,0,0,0,59,0.98,704,541,31,0,0,1790,.650,3,0,2,1,221,0.65,.600,15.24,0,3.80,8.53,2.25,6.54,3.09,1.05,0,0,0,0,2
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 650633, 'fullName': 'Michael King', 'link': '/api/v1/people/650633', 'firstName': 'Michael', 'lastName': 'King'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,9,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,29,31,30,147,164,71,27,2,17,201,63,2,144,7,.221,653,.296,.346,.642,3,8,.727,.273,8,2895,2.95,173.2,13,9,0,0,0,0,57,1.19,726,521,31,0,0,1872,.650,7,0,1,2,226,0.90,.591,16.67,0,3.19,10.42,3.26,7.46,3.68,0.88,0,0,0,2,1
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 607625, 'fullName': 'Seth Lugo', 'link': '/api/v1/people/607625', 'firstName': 'Seth', 'lastName': 'Lugo'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,10,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,34,33,33,213,208,75,36,6,16,181,48,1,177,9,.229,773,.281,.353,.634,5,5,.500,.500,18,3112,3.00,206.2,16,9,0,0,0,0,69,1.09,836,620,33,1,0,2033,.650,9,0,4,0,273,1.02,.640,15.06,0,3.77,7.88,2.09,7.71,3.27,0.70,0,0,0,2,4
2024,"{'id': 111, 'name': 'Boston Red Sox', 'link': '/api/v1/teams/111'}","{'id': 656557, 'fullName': 'Tanner Houck', 'link': '/api/v1/people/656557', 'firstName': 'Tanner', 'lastName': 'Houck'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,11,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,30,30,230,138,75,27,0,11,154,48,1,156,16,.231,674,.296,.320,.616,1,11,.917,.083,16,2735,3.12,178.2,9,10,0,0,0,0,62,1.14,743,536,30,1,1,1809,.660,16,0,2,0,216,1.67,.474,15.31,0,3.21,7.76,2.42,7.86,3.78,0.55,0,0,1,0,4
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 666142, 'fullName': 'Cole Ragans', 'link': '/api/v1/people/666142', 'firstName': 'Cole', 'lastName': 'Ragans'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,12,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,26,32,32,146,174,71,32,3,15,223,67,1,146,6,.213,685,.289,.334,.623,3,8,.727,.273,11,3118,3.14,186.1,11,9,0,0,0,0,65,1.14,762,559,32,1,0,1980,.640,6,0,11,1,229,0.84,.550,16.73,0,3.33,10.77,3.24,7.05,3.43,0.72,0,0,0,3,1
2024,"{'id': 119, 'name': 'Los Angeles Dodgers', 'link': '/api/v1/teams/119'}","{'id': 656427, 'fullName': 'Jack Flaherty', 'link': '/api/v1/people/656427', 'firstName': 'Jack', 'lastName': 'Flaherty'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,13,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,28,28,132,146,61,18,5,24,194,38,0,135,4,.223,605,.273,.388,.661,4,11,.733,.267,7,2646,3.17,162.0,13,7,0,0,0,0,57,1.07,649,486,28,0,0,1698,.640,4,0,6,1,235,0.90,.650,16.33,0,5.11,10.78,2.11,7.50,3.39,1.33,0,0,0,1,1
2024,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 669302, 'fullName': 'Logan Gilbert', 'link': '/api/v1/people/669302', 'firstName': 'Logan', 'lastName': 'Gilbert'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,14,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,27,33,33,196,198,83,39,1,26,220,37,1,148,4,.196,756,.236,.353,.589,4,14,.778,.222,16,3042,3.23,208.2,9,12,0,0,0,0,75,0.89,803,626,33,1,0,1995,.660,4,0,11,1,267,0.99,.429,14.58,0,5.95,9.49,1.60,6.38,3.58,1.12,0,0,0,2,4
2024,"{'id': 144, 'name': 'Atlanta Braves', 'link': '/api/v1/teams/144'}","{'id': 608331, 'fullName': 'Max Fried', 'link': '/api/v1/people/608331', 'firstName': 'Max', 'lastName': 'Fried'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,15,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,29,29,227,110,71,16,1,13,166,57,0,146,7,.226,645,.295,.315,.610,2,13,.867,.133,20,2762,3.25,174.1,11,10,0,0,0,0,63,1.16,714,523,29,2,1,1755,.640,7,0,6,2,203,2.06,.524,15.84,0,2.91,8.57,2.94,7.54,3.67,0.67,0,0,1,0,4
2024,"{'id': 112, 'name': 'Chicago Cubs', 'link': '/api/v1/teams/112'}","{'id': 592791, 'fullName': 'Jameson Taillon', 'link': '/api/v1/people/592791', 'firstName': 'Jameson', 'lastName': 'Taillon'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,16,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,32,28,28,158,203,67,24,2,21,125,33,0,154,1,.243,633,.280,.387,.667,0,14,1.000,.000,8,2483,3.27,165.1,12,8,0,0,0,0,60,1.13,675,496,28,0,0,1650,.660,1,2,4,1,245,0.78,.600,15.02,0,3.79,6.80,1.80,8.38,3.65,1.14,0,0,1,3,4
2024,"{'id': 138, 'name': 'St. Louis Cardinals', 'link': '/api/v1/teams/138'}","{'id': 607200, 'fullName': 'Erick Fedde', 'link': '/api/v1/people/607200', 'firstName': 'Erick', 'lastName': 'Fedde'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,17,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,31,31,31,158,203,66,30,4,20,154,52,0,154,5,.233,661,.291,.381,.672,3,10,.769,.231,12,2891,3.30,177.1,9,9,0,0,0,0,65,1.16,726,532,31,0,0,1781,.620,5,1,3,1,252,0.78,.500,16.30,0,2.96,7.82,2.64,7.82,3.35,1.02,0,0,0,1,7
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 650911, 'fullName': 'Cristopher Sánchez', 'link': '/api/v1/people/650911', 'firstName': 'Cristopher', 'lastName': 'Sánchez'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,18,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,27,31,31,244,131,76,34,2,11,153,44,0,182,0,.258,706,.301,.358,.659,6,14,.700,.300,18,2797,3.32,181.2,11,9,0,0,0,0,67,1.24,754,545,31,2,1,1896,.680,0,1,7,1,253,1.86,.550,15.40,0,3.48,7.58,2.18,9.02,3.77,0.54,0,0,0,3,1
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 608379, 'fullName': 'Michael Wacha', 'link': '/api/v1/people/608379', 'firstName': 'Michael', 'lastName': 'Wacha'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,19,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,32,29,29,154,181,65,29,4,17,145,45,1,154,5,.246,625,.300,.387,.687,2,4,.667,.333,17,2602,3.35,166.2,13,8,0,0,0,0,62,1.19,685,500,29,0,0,1675,.640,5,0,3,0,242,0.85,.619,15.61,0,3.22,7.83,2.43,8.32,3.51,0.92,0,0,1,5,4
2024,"{'id': 121, 'name': 'New York Mets', 'link': '/api/v1/teams/121'}","{'id': 640455, 'fullName': 'Sean Manaea', 'link': '/api/v1/people/640455', 'firstName': 'Sean', 'lastName': 'Manaea'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,20,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,32,32,32,142,205,75,27,0,21,184,63,0,134,9,.202,662,.280,.338,.618,3,23,.885,.115,11,2996,3.47,181.2,12,6,0,0,0,0,70,1.08,738,545,32,0,0,1947,.650,9,0,4,3,224,0.69,.667,16.49,0,2.92,9.12,3.12,6.64,3.72,1.04,0,0,1,0,3
2024,"{'id': 135, 'name': 'San Diego Padres', 'link': '/api/v1/teams/135'}","{'id': 656302, 'fullName': 'Dylan Cease', 'link': '/api/v1/people/656302', 'firstName': 'Dylan', 'lastName': 'Cease'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,21,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,33,33,146,186,80,34,1,18,224,65,0,137,2,.200,684,.269,.332,.601,3,6,.667,.333,11,3188,3.47,189.1,14,11,0,0,0,0,73,1.07,762,568,33,1,1,1999,.630,2,0,12,0,227,0.78,.560,16.84,0,3.45,10.65,3.09,6.51,3.80,0.86,0,0,2,3,6
2024,"{'id': 114, 'name': 'Cleveland Guardians', 'link': '/api/v1/teams/114'}","{'id': 676440, 'fullName': 'Tanner Bibee', 'link': '/api/v1/people/676440', 'firstName': 'Tanner', 'lastName': 'Bibee'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,22,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,25,31,31,131,190,70,40,4,22,187,44,0,150,8,.230,651,.285,.406,.691,6,6,.500,.500,6,2851,3.47,173.2,12,8,0,0,0,0,67,1.12,710,521,31,0,0,1889,.660,8,0,2,4,264,0.69,.600,16.42,0,4.25,9.69,2.28,7.77,3.63,1.14,0,0,0,1,6
2024,"{'id': 137, 'name': 'San Francisco Giants', 'link': '/api/v1/teams/137'}","{'id': 657277, 'fullName': 'Logan Webb', 'link': '/api/v1/people/657277', 'firstName': 'Logan', 'lastName': 'Webb'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,23,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,27,33,33,275,140,83,35,4,11,172,50,3,202,2,.258,783,.302,.355,.657,5,21,.808,.192,25,3201,3.47,204.2,13,10,0,0,0,0,79,1.23,841,614,33,1,1,2116,.660,2,1,4,2,278,1.96,.565,15.64,0,3.44,7.56,2.20,8.88,3.65,0.48,0,0,0,1,5
2024,"{'id': 117, 'name': 'Houston Astros', 'link': '/api/v1/teams/117'}","{'id': 686613, 'fullName': 'Hunter Brown', 'link': '/api/v1/people/686613', 'firstName': 'Hunter', 'lastName': 'Brown'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,24,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,25,31,30,167,145,71,16,2,18,179,60,0,156,5,.242,645,.310,.357,.667,9,20,.690,.310,13,2889,3.49,170.0,11,9,0,0,0,0,66,1.27,712,510,31,0,0,1821,.630,5,1,4,0,230,1.15,.550,16.99,0,2.98,9.48,3.18,8.26,3.76,0.95,0,0,0,0,2
2024,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 669923, 'fullName': 'George Kirby', 'link': '/api/v1/people/669923', 'firstName': 'George', 'lastName': 'Kirby'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,25,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,26,33,33,174,213,82,38,3,22,179,23,0,181,7,.245,740,.272,.393,.665,6,24,.800,.200,8,2967,3.53,191.0,14,11,0,0,0,0,75,1.07,778,573,33,0,0,2031,.680,7,1,5,0,291,0.82,.560,15.53,0,7.78,8.43,1.08,8.53,3.86,1.04,0,0,1,2,5
2024,"{'id': 143, 'name': 'Philadelphia Phillies', 'link': '/api/v1/teams/143'}","{'id': 605400, 'fullName': 'Aaron Nola', 'link': '/api/v1/people/605400', 'firstName': 'Aaron', 'lastName': 'Nola'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,26,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,31,33,33,198,183,84,39,2,30,197,50,0,189,3,.247,764,.295,.421,.716,6,12,.667,.333,10,3189,3.57,199.1,14,8,0,0,0,0,79,1.20,820,598,33,1,1,2090,.660,3,0,2,1,322,1.08,.636,16.00,0,3.94,8.89,2.26,8.53,3.79,1.35,0,0,0,0,3
2024,"{'id': 110, 'name': 'Baltimore Orioles', 'link': '/api/v1/teams/110'}","{'id': 621107, 'fullName': 'Zach Eflin', 'link': '/api/v1/people/621107', 'firstName': 'Zach', 'lastName': 'Eflin'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",2,27,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,28,28,171,186,71,28,2,22,134,24,0,166,3,.254,653,.283,.404,.687,4,5,.556,.444,6,2447,3.59,165.1,10,9,0,0,0,0,66,1.15,684,496,28,0,0,1665,.680,3,0,2,0,264,0.92,.526,14.80,0,5.58,7.29,1.31,9.04,3.86,1.20,0,0,0,1,3
2024,"{'id': 141, 'name': 'Toronto Blue Jays', 'link': '/api/v1/teams/141'}","{'id': 621244, 'fullName': 'José Berríos', 'link': '/api/v1/people/621244', 'firstName': 'José', 'lastName': 'Berríos'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,28,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,30,32,32,199,198,79,21,4,31,153,54,1,168,13,.235,714,.300,.406,.706,5,12,.706,.294,21,2914,3.60,192.1,16,11,0,0,0,0,77,1.15,786,577,32,1,0,1910,.660,13,0,1,2,290,1.01,.593,15.15,0,2.83,7.16,2.53,7.86,3.70,1.45,0,0,1,2,2
2024,"{'id': 136, 'name': 'Seattle Mariners', 'link': '/api/v1/teams/136'}","{'id': 622491, 'fullName': 'Luis Castillo', 'link': '/api/v1/people/622491', 'firstName': 'Luis', 'lastName': 'Castillo'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,29,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,31,30,30,146,188,73,36,2,25,175,47,2,158,5,.238,663,.293,.412,.705,7,13,.650,.350,13,2859,3.64,175.1,11,12,0,0,0,0,71,1.17,719,526,30,0,0,1881,.660,5,0,0,0,273,0.78,.478,16.31,0,3.72,8.98,2.41,8.11,3.75,1.28,0,0,0,2,2
2024,"{'id': 158, 'name': 'Milwaukee Brewers', 'link': '/api/v1/teams/158'}","{'id': 642547, 'fullName': 'Freddy Peralta', 'link': '/api/v1/people/642547', 'firstName': 'Freddy', 'lastName': 'Peralta'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,30,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,28,32,32,128,176,74,24,1,26,200,68,0,143,10,.224,639,.307,.387,.694,5,17,.773,.227,8,3066,3.68,173.2,11,9,0,0,0,0,71,1.21,725,521,32,0,0,1866,.610,10,1,8,0,247,0.73,.550,17.65,0,2.94,10.36,3.52,7.41,3.83,1.35,0,0,0,4,4
2024,"{'id': 118, 'name': 'Kansas City Royals', 'link': '/api/v1/teams/118'}","{'id': 663903, 'fullName': 'Brady Singer', 'link': '/api/v1/people/663903', 'firstName': 'Brady', 'lastName': 'Singer'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,31,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,27,32,32,196,157,77,34,3,22,170,54,0,175,10,.253,693,.315,.405,.720,6,3,.333,.667,14,2967,3.71,179.2,9,13,0,0,0,0,74,1.27,762,539,32,0,0,1862,.630,10,0,2,0,281,1.25,.409,16.51,0,3.15,8.52,2.71,8.77,3.86,1.10,0,0,0,4,1
2024,"{'id': 121, 'name': 'New York Mets', 'link': '/api/v1/teams/121'}","{'id': 500779, 'fullName': 'Jose Quintana', 'link': '/api/v1/people/500779', 'firstName': 'Jose', 'lastName': 'Quintana'}","{'id': 104, 'name': 'NL', 'link': '/api/v1/league/104'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,32,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,35,31,31,186,172,73,29,3,22,135,63,0,150,11,.237,634,.314,.396,.710,2,9,.818,.182,19,2819,3.75,170.1,10,10,0,0,0,0,71,1.25,717,511,31,0,0,1676,.590,11,0,7,0,251,1.08,.500,16.55,0,2.14,7.13,3.33,7.93,3.86,1.16,0,0,0,4,5
2024,"{'id': 147, 'name': 'New York Yankees', 'link': '/api/v1/teams/147'}","{'id': 641482, 'fullName': 'Nestor Cortes', 'link': '/api/v1/people/641482', 'firstName': 'Nestor', 'lastName': 'Cortes'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,33,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,29,31,30,122,221,74,44,0,24,162,39,0,162,4,.245,661,.290,.421,.711,5,8,.615,.385,10,2849,3.77,174.1,9,10,0,0,0,0,73,1.15,710,523,31,0,0,1854,.650,4,1,2,4,278,0.55,.474,16.34,1,4.15,8.36,2.01,8.36,3.82,1.24,1,0,0,2,4
2024,"{'id': 140, 'name': 'Texas Rangers', 'link': '/api/v1/teams/140'}","{'id': 543135, 'fullName': 'Nathan Eovaldi', 'link': '/api/v1/people/543135', 'firstName': 'Nathan', 'lastName': 'Eovaldi'}","{'id': 103, 'name': 'AL', 'link': '/api/v1/league/103'}","{'id': 1, 'link': '/api/v1/sports/1', 'abbreviation': 'MLB'}",1,34,"{'code': '1', 'name': 'Pitcher', 'type': 'Pitcher', 'abbreviation': 'P'}",2024,34,29,29,190,144,74,28,2,23,166,42,0,147,7,.229,642,.282,.386,.668,0,13,1.000,.000,10,2622,3.80,170.2,12,8,0,0,0,0,72,1.11,696,512,29,0,0,1778,.680,7,0,3,0,248,1.32,.600,15.36,0,3.95,8.75,2.21,7.75,3.90,1.21,0,0,0,0,5
